meanings,jlpt_level,stroke_count,radicals,reading_kun,reading_on
"['ecstasy', 'joy', 'rapture', 'extase', 'joie', 'ravissement', 'júbilo', 'alegría', 'regocijarse', 'êxtase', 'prazer']",,10,61,"['よろこ.ぶ', 'よろこ.ばす']",['エツ']
"['audience', 'audience (with king)', 'audience', 'audiencia con alguien superior', 'platéia', 'audiência (com o rei)']",,15,149,[],['エツ']
"['surpass', 'cross over', 'move to', 'exceed', 'Vietnam', 'doubler', 'traverser', 'muter', 'surpasser', 'Vietnam', 'sobrepasar', 'cruzar', 'exceder', 'moverse', 'superar', 'exceder', 'Vietnã']",,12,156,"['こ.す', '-こ.す', '-ご.し', 'こ.える', '-ご.え']","['エツ', 'オツ']"
"['review', 'inspection', 'revision', 'revue', 'inspection', 'révision', 'inspección', 'revisión', 'examen', 'paso del tiempo', 'revier', 'inspeção', 'revisão']",,15,169,['けみ.する'],['エツ']
"['lotus tree', 'nettle tree', 'hackberry']",,14,75,['えのき'],['カ']
"['get tired of', 'satiate', 'bore', 'dislike', 'disagreeable', 'unwelcome']",,14,27,"['いや', 'あ.きる', 'いと.う', 'おさ.える']","['エン', 'オン', 'アン', 'オウ', 'ユウ', 'ヨウ']"
"['circle', 'yen', 'round', 'cercle', 'yen', 'rond', 'circular', 'redondo', 'yen', 'círculo', 'iene', 'redondo']",,4,13,"['まる.い', 'まる', 'まど', 'まど.か', 'まろ.やか']",['エン']
"['park', 'garden', 'yard', 'farm', 'parc', 'jardin', 'ferme', 'parque', 'jardín', 'academia', 'parque', 'jardim', 'quintal', 'fazenda']",,13,31,['その'],['エン']
"['dam', 'prevent', 'stop up']",,12,32,"['せき', 'せ.く']",['エン']
"['cover', 'suffocate', 'obstruct', 'cubrir', 'esconder', 'ocultar', 'en seguida', 'de momento', 'aliento débil', 'respiración débil']",,8,37,"['おお.う', 'たちまち']",['エン']
"['banquet', 'feast', 'party', 'banquet', 'fête', 'réception (party)', 'repos', 'banquete', 'fiesta', 'banquete', 'festa']",,10,40,['うたげ'],['エン']
"['prolong', 'stretching', 'prolonger', 'allonger', 'étendre', 'prolongar', 'alargar', 'aplazar', 'posponer', 'total', 'alargado', 'estirado', 'ensanchar', 'estirar', 'prolongar', 'esticar']",,8,54,"['の.びる', 'の.べる', 'の.べ', 'の.ばす']",['エン']
"['grudge', 'show resentment', 'be jealous', 'rancune', 'ressentiment', 'jalousie']",,9,61,"['うら.む', 'うらみ', 'うら.めしい']","['エン', 'オン', 'ウン']"
"['cover', 'conceal']",,11,64,['おお.う'],['エン']
"['abet', 'help', 'save', 'renfort', 'aide', 'assistance', 'ayudar', 'auxiliar', 'citar', 'mencionar', 'encorajar', 'ajudar', 'salvar']",,12,64,[],['エン']
"['run alongside', 'follow along', 'run along', 'lie along', 'longer', 'suivre', 'parallèle à', 'seguir a lo largo de', 'bordear', 'correr ao lado', 'seguir ao longo', 'beira', 'estar ao longo']",,8,85,"['そ.う', '-ぞ.い']",['エン']
"['performance', 'act', 'play', 'render', 'stage', 'interpréter', 'représentation', 'jouer', 'numéro', 'réciter', 'mettre en scène', 'expresar', 'realizar', 'llevar a cabo', 'poner en práctica', 'representar', 'performance', 'ato', 'jogo', 'fazer', 'estágio']",,14,85,[],['エン']
"['inflammation', 'flame', 'blaze', 'inflammation', 'flamme', 'incendie', 'quemar', 'llamarada', 'inflamación', 'flama', 'inflamação', 'chama', 'fogo']",,8,86,['ほのお'],['エン']
"['flame', 'blaze']",,11,86,['ほのお'],['エン']
"['smoke', 'fumée', 'humo', 'humeante', 'fumarolas', 'humear', 'fumaça']",,13,86,"['けむ.る', 'けむり', 'けむ.い']",['エン']
"['swallow (bird)', 'golondrina']",,16,86,"['つばめ', 'つばくら', 'つばくろ']",['エン']
"['monkey', 'singe', 'mono', 'simio', 'Macaco']",,13,94,['さる'],['エン']
"['affinity', 'relation', 'connection', 'edge', 'border', 'verge', 'brink', 'affinité', 'relation', 'karma', 'rapport', 'bord', 'bordure', 'afinidad', 'relación', 'conexión', 'borde', 'frontera', 'margen', 'afinidade', 'relação', 'conexão', 'margem', 'borda', 'limite', 'extremidade']",,15,120,"['ふち', 'ふち.どる', 'ゆかり', 'よすが', 'へり', 'えにし']","['エン', '-ネン']"
"['glossy', 'luster', 'glaze', 'polish', 'charm', 'colorful', 'captivating', 'luisant', 'brillant', 'lustré', 'charmant', 'poli', 'verni', 'coloré', 'captivant', 'encantador', 'cautivador', 'lustroso', 'vidriado', 'pulido']",,19,139,"['つや', 'なま.めかしい', 'あで.やか', 'つや.めく', 'なま.めく']",['エン']
"['garden', 'farm', 'park', 'jardins (impériaux)', 'parc', 'ferme', 'recueil', 'jardín imperial', 'jardín', 'parque']",,8,140,"['その', 'う.つ']","['エン', 'オン']"
"['garden', 'yard', 'farm']",,16,140,[],"['エン', 'オン']"
"['distant', 'far', 'loin', 'distant', 'lejos', 'distante', 'distante', 'longe']",,13,162,['とお.い'],"['エン', 'オン']"
"['lead', 'plomb', 'plomo', 'primazia']",,13,167,['なまり'],['エン']
['male mandarin duck'],,16,196,"['おし', 'おしどり']","['エン', 'オン']"
"['salt', 'sel', 'sal', 'Sal']",,13,32,['しお'],['エン']
"['at', 'in', 'on', 'as for', 'dans', 'en', 'à', 'en ce qui concerne', 'en', 'sobre', 'de acuerdo a']",,8,70,"['おい.て', 'お.ける', 'ああ', 'より']","['オ', 'ヨ']"
"['dirty', 'pollute', 'disgrace', 'rape', 'defile', 'sale', 'polluer', 'disgrâce', 'profaner', 'souiller', 'sucio', 'manchado', 'manchar', 'deshonrar', 'ensuciar', 'difamar', 'obsceno', 'ensuciarse', 'sujo', 'poluir', 'desgraça', 'estupro', 'sujar']",,6,85,"['けが.す', 'けが.れる', 'けが.らわしい', 'よご.す', 'よご.れる', 'きたな.い']",['オ']
"['nephew', 'sobrino']",,12,100,"['おい', 'むこ']","['セイ', 'ソウ', 'ショウ']"
"['concave', 'hollow', 'sunken', 'concave', 'creux', 'dépression', 'hueco', 'cóncavo', 'hundido', 'côncavo', 'concavidade', 'afundado']",,5,17,"['くぼ.む', 'へこ.む', 'ぼこ']",['オウ']
"['center', 'middle', 'centre', 'milieu', 'centro', 'en medio', 'centro', 'médio']",,5,37,[],['オウ']
"['heart', 'interior', 'intérieur', 'coeur', 'fond', 'épouse', 'profundo', 'interior', 'esposa', 'coração', 'interior']",,12,37,"['おく', 'おく.まる', 'くま']",['オウ']
"['journey', 'travel', 'chase away', 'let go', 'going', 'before', 'formerly', 'aller simple', 'aller', 'parer (coup)', 'voyage', 'parfois', 'ir', 'tiempos antiguos', 'a veces', 'viagem', 'caça embora', 'deixada ir', 'indo']",,8,60,"['い.く', 'いにしえ', 'さき.に', 'ゆ.く']",['オウ']
"['apply', 'answer', 'yes', 'OK', 'reply', 'accept', 'postuler', 'oui', 'OK', 'accepter', 'combler (satisfaire)', 'répondre', 'contestar', 'responder', 'aceptar', 'apropiado', 'adecuado', 'Candidatar-se', 'resposta', 'sim', 'OK', 'aceitar']",,7,61,"['あた.る', 'まさに', 'こた.える']","['オウ', 'ヨウ', '-ノウ']"
"['push', 'stop', 'check', 'subdue', 'attach', 'seize', 'weight', 'shove', 'press', 'seal', 'do in spite of', 'appuyer', 'pousser', 'arrêter', 'contrôler', 'soumettre', 'attacher', 'saisir', 'maintenir', 'sceau', 'presser', 'faire en dépit de', 'empujar', 'presionar', 'forzar', 'contener', 'reprimir', 'suprimir', 'empurrar', 'parada', 'checar', 'subjugar', 'anexar', 'prender', 'peso', 'imprensa', 'carimbo', 'fazer apesar de']",,8,64,"['お.す', 'お.し-', 'お.っ-', 'お.さえる', 'おさ.える']",['オウ']
"['flourishing', 'successful', 'beautiful', 'vigorous', 'floreciente', 'exitoso', 'bello', 'vigoroso']",,8,72,"['かがや.き', 'うつくし.い', 'さかん']","['オウ', 'キョウ', 'ゴウ']"
"['sideways', 'side', 'horizontal', 'width', 'woof', 'unreasonable', 'perverse', 'latéral', 'côté', 'horizontal', 'largeur', 'trame (tissu)', 'lateral', 'lado', 'horizontal', 'egoísta', 'incorrecto', 'costado', 'De lado', 'lado', 'horizontal', 'largura', 'trama (tecidos)']",,15,75,['よこ'],['オウ']
"['Europe', 'Europe', 'Europa', 'Europa']",,8,76,"['うた.う', 'は.く']",['オウ']
"['assault', 'hit', 'beat', 'thrash', 'assaut', 'attaque', 'frapper', 'battre', 'rosser', 'asaltar', 'golpear', 'apalear', 'assalto', 'ataque', 'batida', 'bater']",,8,79,['なぐ.る'],['オウ']
"['king', 'rule', 'magnate', 'roi', 'régner', 'magnat', 'rey', 'regla', 'magnate', 'rei', 'regra', 'magnata', 'governo']",,4,96,[],"['オウ', '-ノウ']"
"['venerable old man', 'vénérable vieillard', 'anciano', 'velho venerável']",,10,124,['おきな'],['オウ']
['opaque sliding door'],,17,145,"['ふすま', 'あお']",['オウ']
"['nightingale', 'bush warbler']",,16,196,['うぐいす'],['オウ']
"['seagull', 'gaviota']",,15,196,['かもめ'],['オウ']
"['yellow', 'jaune', 'amarillo', 'amarelo']",,11,201,"['き', 'こ-']","['コウ', 'オウ']"
"['mount', 'hill', 'knoll', 'mont', 'colline', 'butte', 'monte', 'colina', 'cima de una colina']",,8,46,['おか'],['コウ']
"['open sea', 'offing', 'rise high into sky', 'au large', 'en haute mer', 'montée au ciel', 'mar abierto', 'alta mar', 'ascender', 'oceano aberto', 'mar aberto', 'subir no ceú']",,7,85,"['おき', 'おきつ', 'ちゅう.する', 'わく']",['チュウ']
"['reed', 'rush', 'roseau', 'jonc', 'junco']",,10,140,['おぎ'],['テキ']
"['hundred million', '10**8', 'cent millions', '10**8', 'cien millones', '10 elevado a 8', 'cem milhões', '10 elevado a 8']",,15,9,[],['オク']
"['roof', 'house', 'shop', 'dealer', 'seller', 'toit', 'maison', 'échoppe', 'négociant', 'vendeur', 'casa', 'tejado', 'tienda', 'teto', 'casa', 'loja', 'negociante', 'vendedor']",,9,44,['や'],['オク']
"['recollection', 'think', 'remember', 'souvenir', 'mémoire', 'réminiscence', '100 millones', 'cantidad grande', 'lembrança', 'pensar', 'recordar']",,16,61,[],['オク']
"['timidity', 'heart', 'mind', 'fear', 'cowardly', 'pecho', 'mente', 'adivinar', 'conjeturar', 'timidez', 'cobardía']",,17,130,"['むね', 'おくする']","['オク', 'ヨク']"
"['tub', 'bucket', 'cubo', 'balde', 'tina', 'bañera']",,11,75,['おけ'],"['ヨウ', 'トウ']"
"['male', 'macho', 'masculino']",,7,93,"['おす', 'お-', 'おん-']","['ボ', 'ボウ']"
"['the latter', 'duplicate', 'strange', 'witty', 'fishhook radical (no. 5)', 'radical hameçon (no. 5)', 'chic', 'signe du 2ème tronc céleste', 'dernier', 'second', 'étrange', 'segundo', 'duplicado', 'extraño', 'ingenioso', 'elegante', 'o último', 'duplicar', 'engenhoso', 'estranho']",,1,5,"['おと-', 'きのと']","['オツ', 'イツ']"
"['I', 'myself', 'yo', 'yo mismo']",,10,9,"['おれ', 'われ']",['エン']
"['wholesale', 'vente en gros', 'venta al por mayor', 'venda por atacado']",,9,26,"['おろ.す', 'おろし', 'おろ.し']",['シャ']
"['grace', 'kindness', 'goodness', 'favor', 'mercy', 'blessing', 'benefit', 'faveur', 'gentillesse', 'bonté', 'pitié', 'grâce', 'bénédiction', 'bienfait', 'gracia', 'bondad', 'favor', 'bendición', 'compasión', 'graça', 'gentileza', 'bondade', 'favor', 'misericórdia', 'benção', 'benefício']",,10,61,[],['オン']
"['warm', 'chaud', 'templado', 'cálido', 'amable', 'afable', 'calentarse', 'calentar', 'morno']",,12,85,"['あたた.か', 'あたた.かい', 'あたた.まる', 'あたた.める', 'ぬく']",['オン']
"['calm', 'quiet', 'moderation', 'paisible', 'calme', 'modéré', 'tranquilo', 'en calma', 'silencioso', 'moderación', 'calmado', 'amable', 'calma', 'tranquilidade', 'moderação']",,16,115,['おだ.やか'],['オン']
"['sound', 'noise', 'son', 'bruit', 'sonido', 'ruido', 'som', 'barulho']",,9,180,"['おと', 'ね']","['オン', 'イン', '-ノン']"
"['below', 'down', 'descend', 'give', 'low', 'inferior', 'au-dessous', 'descendre', 'bas', 'donner (vous me donnez)', 'inférieur', 'debajo', 'inferior', 'debajo de', 'parte inferior', 'baixo', 'abaixo', 'descende', 'inferior', 'sub', 'sob']",,3,1,"['した', 'しも', 'もと', 'さ.げる', 'さ.がる', 'くだ.る', 'くだ.り', 'くだ.す', '-くだ.す', 'くだ.さる', 'お.ろす', 'お.りる']","['カ', 'ゲ']"
"['change', 'take the form of', 'influence', 'enchant', 'delude', '-ization', 'transformation', 'prendre la forme de', 'maquillage', 'influence', 'fantôme', 'enchanter', 'tromper', 'chimie', '-isation', 'cambiar', 'transformarse', 'modificarse', 'disfrazarse', 'mudança', 'tomar a forma de', 'influência', 'encantar', 'iludir', 'seduzir', '-isação']",,4,21,"['ば.ける', 'ば.かす', 'ふ.ける', 'け.する']","['カ', 'ケ']"
"['sham', 'temporary', 'interim', 'assumed (name)', 'informal', 'factice', 'intérim', 'temporaire', ""emprunt (nom d')"", 'informel', 'ka(na)', 'temporal', 'provisional', 'falso', 'fingimento', 'temporário', 'interim', 'assumido (nome)', 'informal']",,6,9,"['かり', 'かり-']","['カ', 'ケ']"
"['what', 'quoi', 'qué', 'que']",,7,9,"['なに', 'なん', 'なに-', 'なん-']",['カ']
"['nursing', 'attending', 'entertainer', 'asistencia', 'cuidado', 'atención']",,7,9,['とぎ'],"['カ', 'ガ', 'キャ', 'ギャ']"
"['value', 'price', 'prix', 'valeur', 'valor', 'precio', 'coste', 'mérito', 'valor', 'preço']",,8,9,['あたい'],"['カ', 'ケ']"
"['excellent', 'beautiful', 'good', 'pleasing', 'skilled', 'excellent', 'beau', 'bon', 'plaisant', 'habile', 'excelente', 'bello', 'bonito', 'bom', 'belo', 'excelente', 'agradável', 'hábil']",,8,9,[],['カ']
"['add', 'addition', 'increase', 'join', 'include', 'Canada', 'ajouter', 'addition', 'augmentation', 'rejoindre', 'inclure', 'Canada', 'agregar', 'añadir', 'incrementar', 'Canadá', 'sumar', 'unirse', 'somar', 'adição', 'aumento', 'unir', 'incluir', 'Canadá']",,5,19,"['くわ.える', 'くわ.わる']",['カ']
"['can', 'passable', ""mustn't"", 'should not', 'do not', 'possible', 'acceptable', 'ne doit pas', 'ne pas, négatif', 'bueno', 'aprobación', 'posible', 'poder hacer', 'aceitável', 'não deve não', 'faz']",,5,30,"['-べ.き', '-べ.し']","['カ', 'コク']"
"['applaud', 'praise', 'esteem', 'happy', 'auspicious', 'bueno', 'bonito', 'alabar', 'alegrarse']",,14,30,"['よみ.する', 'よい']",['カ']
"['summer', 'été', 'verano', 'verão']",,10,35,['なつ'],"['カ', 'ガ', 'ゲ']"
"['marry into', 'bride', 'prendre mari', 'mariage', 'belle-fille', 'novia', 'nuera', 'casarse', 'dar responsabilidad', 'Casar', 'noiva']",,13,38,"['よめ', 'とつ.ぐ', 'い.く', 'ゆ.く']",['カ']
"['house', 'home', 'family', 'professional', 'expert', 'performer', 'maison', 'casa', 'hogar', 'especialista', 'casa', 'lar']",,10,40,"['いえ', 'や', 'うち']","['カ', 'ケ']"
"['widow', 'minority', 'few', 'très peu', 'minorité', 'veuve', 'poco', 'solo', 'viudo', 'viúva', 'minoria', 'poucos']",,14,40,[],['カ']
"['department', 'course', 'section', 'département', 'section', 'cours', 'science', 'departamento', 'curso', 'materia', 'falta', 'delito', 'departamento', 'curso', 'seção']",,9,115,[],['カ']
"['spare time', 'rest', 'leisure', 'time', 'leave of absence', 'temps libre', 'repos', 'loisirs', 'temps', 'congé', 'tiempo libre', 'descanso', 'ocio', 'tiempo libre ocio', 'separación', 'adiós', 'tempo livre', 'descanso', 'lazer', 'tempo', 'ausência']",,13,72,"['ひま', 'いとま']",['カ']
"['fruit', 'reward', 'carry out', 'achieve', 'complete', 'end', 'finish', 'succeed', 'fruit', 'récompense', 'remplir (tâche)', 'achever', 'compléter', 'finir', 'réussir', 'atteindre un but', 'fruto', 'resultado', 'llevar a cabo', 'finalizar', 'fruta', 'recompensa', 'levar a cabo', 'alcançar', 'completar', 'fim', 'bem-sucedido']",,8,75,"['は.たす', 'はた.す', '-は.たす', 'は.てる', '-は.てる', 'は.て']",['カ']
"['erect', 'frame', 'mount', 'support', 'shelf', 'construct', 'ériger', 'monter', 'suspendre (pont)', 'supporter (poids)', 'étagère', 'construire', 'montar', 'apoyar', 'estante', 'construir', 'colgar', 'construir un puente', 'eregir', 'moldura', 'monte', 'apoio', 'prateleira', 'construir']",,9,75,"['か.ける', 'か.かる']",['カ']
"['song', 'sing', 'chanson', 'chanter', 'canción', 'cantar', 'canção', 'cantar']",,14,76,"['うた', 'うた.う']",['カ']
"['river', 'rivière', 'fleuve', 'río', 'corriente', 'rio']",,8,85,['かわ'],['カ']
"['fire', 'feu', 'fuego', 'flama', 'llama', 'fogo']",,4,86,"['ひ', '-び', 'ほ-']",['カ']
['jewel'],,9,96,[],['カ']
"['calamity', 'misfortune', 'evil', 'curse', 'calamité', 'malchance', 'mal', 'malédiction', 'calamidad', 'desgracia', 'infortunio', 'calamidade', 'desgraça', 'mal', 'maldição']",,13,113,['わざわい'],['カ']
['two-branch tree radical (no. 115)'],,5,115,['いね'],['カ']
"['earnings', 'work', 'earn money', 'gains', 'travail', ""gagner de l'argent"", 'ganancias', 'sueldo', 'trabajar', 'ganarse la vida', 'salário', 'trabalhar', 'ganhar dinheiro']",,15,115,['かせ.ぐ'],['カ']
"['counter for articles', 'unités', 'compteur de choses', 'contador y enumerador para cosas', 'sufixo para contagem de coisas em geral']",,14,118,[],"['カ', 'コ']"
"['flower', 'fleur', 'flor', 'flor']",,7,140,['はな'],"['カ', 'ケ']"
"['torment', 'scold', 'chastise']",,8,140,"['いじ.める', 'さいな.む', 'いらだ.つ', 'からい', 'こまかい']",['カ']
"['eggplant', 'berenjena']",,8,140,[],['カ']
"['baggage', 'shoulder-pole load', 'bear (a burden)', 'shoulder (a gun)', 'load', 'cargo', 'freight', 'bagages', 'balancier', 'porter (un fardeau)', 'épauler (fusil)', 'cargaison', 'chargement', 'fret', 'bulto', 'carga', 'llevar una cargar', 'contador para bultos', 'equipaje', 'bagagem', 'pau para carregar no ombro', 'carregar (carga)', 'carregar (arma)', 'carga']",,10,140,['に'],['カ']
"['splendor', 'flower', 'petal', 'shine', 'luster', 'ostentatious', 'showy', 'gay', 'gorgeous', 'splendeur', 'fleur', 'pétale', 'briller', 'lustre', 'ostentatoire', 'voyant', 'magnifique', 'flor', 'pétalo', 'esplendor', 'vistoso', 'esplendor', 'flor', 'pétala', 'brilho', 'lustre', 'ostentação', 'gritante', 'alegre', 'maravilhoso']",,10,140,['はな'],"['カ', 'ケ']"
"['candy', 'cakes', 'fruit', 'friandise', 'gâteau', 'fruit', 'caramelos', 'dulces', 'pasteles', 'doce', 'bolos', 'frutas']",,11,140,[],['カ']
"['shrimp', 'prawn', 'lobster']",,15,142,['えび'],"['カ', 'ゲ']"
"['chapter', 'lesson', 'section', 'department', 'division', 'counter for chapters (of a book)', 'leçon', 'chapitre', 'section', 'service', 'division', 'compteur de chapitres', 'capitulo', 'lección', 'sección', 'departamento', 'división', 'capítulo', 'lição', 'seção', 'departamento', 'divisão', 'sufixo para contagem de capítulos (de um livro)']",,15,149,[],['カ']
['noisy'],,13,30,['かまびす.しい'],"['カ', 'ケ']"
"['freight', 'goods', 'property', 'fret', 'biens', 'dinero', 'moneda', 'bienes', 'artículos', 'frete', 'bens', 'propriedade']",,11,154,['たから'],['カ']
"['(used phonetically)', 'sonido ""ka"" en sánscrito']",,8,162,[],"['カ', 'ケ']"
"['overdo', 'exceed', 'go beyond', 'error', 'passer', 'dépasser', 'excéder', 'erreur', 'pasar', 'extralimitarse', 'exceder', 'fallo', 'error', 'traspasar', 'fallar', 'sobrepujar', 'exceder', 'ir além de', 'erro']",,12,162,"['す.ぎる', 'す.ごす', 'あやま.ち', 'あやま.つ', 'よぎ.る', 'よ.ぎる']",['カ']
